28800.0
time step : 25, 63, 34, 50, 82, 106, 67, 87, 47, 57, 32, 73, 

time step : 41, 48, 56, 78, 59, 108, 38, 85, 59, 13, 62, 52, 

time step : 52, 36, 33, 74, 82, 53, 70, 56, 49, 55, 36, 61, 

time step : 19, 45, 0, 0, 70, 98, 51, 66, 8, 78, 23, 53, 
28800.0
time step : 46, 36, 25, 37, 41, 21, 124, 73, 26, 32, 81, 0, 

time step : 41, 22, 50, 9, 87, 61, 84, 29, 37, 31, 55, 30, 

time step : 2, 13, 35, 12, 59, 46, 56, 38, 41, 27, 28, 41, 

time step : 44, 53, 26, 31, 81, 99, 39, 87, 35, 25, 56, 81, 

time step : 66, 36, 1, 24, 53, 116, 133, 76, 57, 76, 104, 66, 

time step : 8, 21, 19, 35, 97, 77, 101, 34, 72, 39, 79, 153, 

time step : 32, 19, 20, 32, 46, 77, 53, 149, 29, 35, 72, 50, 

time step : 30, 25, 13, 37, 70, 77, 133, 79, 42, 1, 31, 72, 

time step : 22, 64, 36, 54, 85, 112, 80, 92, 50, 64, 29, 75, 

time step : 40, 51, 58, 83, 59, 111, 40, 89, 59, 11, 66, 52, 

time step : 55, 37, 30, 74, 81, 48, 76, 54, 51, 55, 32, 59, 

time step : 20, 46, 0, 0, 77, 108, 49, 73, 6, 81, 23, 56, 
32400.0
time step : 104, 13, 44, 44, 87, 67, 83, 94, 57, 101, 18, 46, 

time step : 127, 33, 29, 18, 94, 114, 173, 193, 58, 297, 138, 64, 

time step : 131, 56, 38, 30, 126, 103, 51, 232, 109, 111, 110, 138, 

time step : 78, 52, 0, 43, 99, 96, 193, 266, 74, 105, 100, 157, 

time step : 148, 41, 56, 30, 135, 134, 128, 235, 81, 90, 120, 114, 

time step : 45, 26, 57, 48, 121, 154, 194, 163, 96, 104, 40, 168, 

time step : 92, 37, 79, 66, 123, 46, 173, 207, 68, 106, 139, 134, 

time step : 75, 54, 56, 53, 116, 125, 182, 233, 62, 24, 89, 134, 

time step : 93, 55, 160, 35, 130, 50, 152, 228, 95, 121, 115, 225, 

time step : 60, 4, 83, 25, 169, 176, 97, 82, 84, 48, 144, 159, 

time step : 47, 37, 159, 121, 94, 60, 191, 261, 92, 59, 56, 182, 

time step : 14, 55, 21, 63, 109, 127, 125, 67, 58, 85, 23, 149, 
36000.0
time step : 84, 14, 56, 47, 140, 193, 226, 260, 101, 146, 117, 173, 

time step : 79, 19, 36, 36, 165, 127, 201, 260, 91, 146, 128, 146, 

time step : 82, 74, 106, 112, 143, 117, 200, 218, 135, 153, 103, 137, 

time step : 134, 48, 69, 95, 128, 125, 189, 305, 83, 130, 111, 238, 

time step : 121, 38, 67, 53, 132, 121, 174, 253, 93, 119, 138, 129, 

time step : 100, 59, 75, 69, 126, 162, 206, 246, 101, 148, 34, 167, 

time step : 42, 67, 52, 63, 81, 142, 226, 252, 75, 136, 138, 148, 

time step : 88, 42, 100, 154, 141, 132, 58, 182, 85, 1, 124, 165, 

time step : 115, 88, 120, 63, 175, 112, 224, 286, 81, 143, 111, 182, 

time step : 78, 20, 103, 100, 115, 164, 30, 46, 88, 19, 135, 209, 

time step : 0, 59, 87, 120, 93, 161, 201, 327, 94, 93, 37, 175, 

time step : 48, 21, 56, 24, 130, 49, 25, 51, 20, 104, 73, 166, 
39600.0
time step : 100, 44, 62, 84, 101, 147, 178, 248, 83, 136, 113, 151, 

time step : 51, 57, 81, 119, 159, 166, 246, 285, 98, 138, 130, 169, 

time step : 48, 60, 0, 181, 119, 166, 208, 275, 117, 157, 143, 193, 

time step : 80, 54, 10, 185, 153, 190, 166, 285, 91, 117, 122, 155, 

time step : 91, 46, 43, 55, 134, 131, 189, 241, 106, 140, 76, 158, 

time step : 77, 62, 63, 74, 122, 146, 205, 280, 100, 150, 110, 165, 

time step : 125, 63, 51, 59, 92, 138, 155, 263, 100, 139, 99, 141, 

time step : 66, 27, 49, 61, 133, 164, 206, 194, 58, 114, 73, 148, 

time step : 84, 34, 88, 66, 143, 128, 109, 253, 54, 149, 86, 167, 

time step : 4, 2, 54, 52, 113, 89, 103, 16, 9, 67, 0, 4, 

time step : 1, 15, 97, 0, 36, 52, 175, 49, 0, 89, 1, 33, 

time step : 41, 28, 26, 21, 0, 0, 135, 60, 11, 34, 6, 11, 
28800.0
time step : 51, 38, 29, 38, 42, 19, 118, 77, 27, 32, 104, 0, 

time step : 40, 24, 58, 9, 91, 59, 78, 27, 38, 32, 62, 35, 

time step : 1, 13, 40, 10, 59, 44, 62, 38, 41, 28, 30, 44, 

time step : 46, 55, 28, 31, 80, 101, 39, 86, 31, 24, 54, 73, 

time step : 66, 42, 2, 27, 55, 116, 132, 77, 56, 77, 105, 72, 

time step : 8, 23, 16, 36, 97, 75, 95, 35, 72, 40, 76, 153, 

time step : 34, 20, 19, 31, 37, 73, 47, 155, 30, 34, 67, 49, 

time step : 26, 28, 10, 37, 62, 70, 124, 80, 40, 0, 32, 73, 

time step : 23, 66, 37, 57, 82, 112, 68, 90, 46, 63, 26, 74, 

time step : 39, 53, 56, 86, 56, 108, 34, 87, 53, 11, 68, 49, 

time step : 55, 36, 32, 81, 76, 46, 65, 48, 43, 55, 31, 58, 

time step : 17, 48, 0, 0, 62, 97, 48, 71, 3, 81, 20, 48, 
32400.0
time step : 107, 12, 50, 42, 84, 65, 82, 96, 61, 101, 19, 49, 

time step : 129, 35, 30, 19, 97, 108, 174, 195, 56, 299, 137, 63, 

time step : 131, 60, 39, 31, 128, 101, 50, 230, 112, 110, 110, 140, 

time step : 74, 51, 0, 42, 97, 97, 192, 257, 74, 103, 100, 159, 

time step : 144, 42, 56, 30, 135, 132, 127, 237, 80, 88, 119, 114, 

time step : 45, 26, 58, 47, 120, 154, 197, 157, 90, 105, 36, 165, 

time step : 93, 36, 80, 65, 121, 43, 170, 206, 73, 105, 138, 136, 

time step : 73, 54, 55, 53, 117, 122, 181, 232, 61, 22, 86, 133, 

time step : 87, 52, 155, 32, 128, 49, 154, 226, 92, 120, 118, 224, 

time step : 60, 3, 85, 18, 171, 175, 87, 92, 85, 46, 143, 157, 

time step : 43, 35, 158, 127, 94, 50, 192, 261, 93, 57, 57, 185, 

time step : 14, 55, 19, 62, 102, 124, 117, 66, 55, 83, 22, 146, 
36000.0
time step : 84, 15, 58, 46, 140, 195, 226, 270, 100, 145, 117, 172, 

time step : 79, 19, 34, 37, 163, 120, 200, 259, 88, 144, 127, 147, 

time step : 81, 71, 105, 109, 140, 118, 196, 215, 132, 147, 104, 136, 

time step : 112, 48, 67, 84, 127, 132, 189, 307, 79, 129, 111, 233, 

time step : 122, 35, 70, 53, 133, 124, 180, 244, 93, 114, 139, 132, 

time step : 103, 57, 79, 70, 123, 162, 211, 247, 103, 149, 33, 169, 

time step : 42, 64, 48, 61, 84, 138, 227, 252, 80, 131, 138, 146, 

time step : 90, 42, 97, 139, 142, 131, 64, 181, 85, 2, 121, 167, 

time step : 108, 84, 112, 62, 172, 108, 231, 285, 81, 143, 108, 175, 

time step : 79, 20, 101, 96, 116, 164, 25, 46, 92, 15, 137, 214, 

time step : 0, 59, 84, 120, 92, 157, 205, 322, 91, 101, 40, 175, 

time step : 51, 23, 53, 26, 127, 49, 28, 56, 20, 103, 79, 162, 
39600.0
time step : 101, 43, 65, 85, 102, 148, 164, 245, 81, 136, 113, 154, 

time step : 49, 57, 80, 119, 158, 165, 240, 285, 97, 138, 131, 169, 

time step : 48, 59, 0, 166, 121, 171, 205, 277, 112, 154, 140, 191, 

time step : 74, 51, 12, 188, 149, 187, 163, 288, 91, 117, 120, 153, 

time step : 91, 46, 43, 56, 135, 133, 186, 239, 106, 141, 74, 156, 

time step : 78, 62, 63, 75, 122, 149, 207, 282, 100, 149, 110, 164, 

time step : 127, 61, 46, 59, 97, 135, 156, 263, 100, 141, 101, 141, 

time step : 65, 27, 49, 58, 133, 160, 204, 196, 59, 114, 75, 145, 

time step : 83, 45, 90, 62, 145, 132, 105, 252, 55, 150, 85, 168, 

time step : 4, 2, 54, 57, 111, 92, 102, 14, 8, 65, 0, 5, 

time step : 3, 16, 94, 0, 34, 51, 174, 54, 0, 86, 1, 31, 

time step : 39, 30, 23, 25, 0, 0, 134, 58, 11, 33, 6, 9, 
43200.0
time step : 54, 54, 82, 70, 116, 148, 194, 239, 81, 126, 109, 157, 

time step : 45, 55, 47, 0, 133, 147, 245, 11, 96, 142, 124, 171, 

time step : 50, 61, 0, 139, 113, 135, 176, 270, 111, 164, 135, 195, 

time step : 77, 61, 45, 139, 144, 183, 175, 277, 71, 98, 129, 201, 

time step : 66, 38, 46, 62, 133, 106, 183, 234, 111, 120, 66, 165, 

time step : 99, 45, 117, 66, 119, 134, 198, 344, 86, 122, 50, 179, 

time step : 55, 39, 47, 60, 101, 96, 79, 115, 88, 93, 102, 124, 

time step : 0, 58, 43, 41, 53, 166, 167, 245, 64, 51, 65, 136, 

time step : 20, 70, 45, 63, 140, 111, 219, 165, 51, 86, 95, 175, 

time step : 0, 3, 24, 23, 71, 117, 104, 24, 8, 66, 0, 0, 

time step : 56, 9, 2, 0, 36, 44, 10, 70, 0, 96, 3, 48, 

time step : 2, 11, 25, 3, 50, 0, 142, 6, 2, 37, 0, 80, 
46800.0
time step : 78, 61, 74, 142, 85, 130, 236, 137, 79, 127, 112, 163, 

time step : 45, 48, 58, 0, 98, 118, 190, 233, 97, 145, 129, 161, 

time step : 54, 61, 0, 81, 105, 117, 199, 253, 86, 151, 135, 188, 

time step : 71, 50, 0, 194, 104, 160, 154, 257, 29, 51, 135, 184, 

time step : 128, 39, 19, 62, 135, 188, 188, 224, 107, 75, 59, 58, 

time step : 154, 36, 39, 36, 25, 165, 165, 294, 73, 126, 49, 208, 

time step : 48, 24, 44, 60, 84, 61, 27, 118, 71, 0, 102, 104, 

time step : 0, 62, 36, 33, 50, 124, 0, 212, 0, 4, 97, 122, 

time step : 26, 59, 80, 74, 114, 109, 198, 166, 57, 110, 91, 164, 

time step : 0, 7, 0, 34, 10, 105, 28, 50, 3, 66, 4, 0, 

time step : 59, 17, 0, 2, 4, 47, 19, 83, 0, 27, 5, 99, 

time step : 0, 10, 0, 0, 122, 0, 100, 0, 6, 92, 0, 107, 
50400.0
time step : 50, 51, 76, 92, 84, 106, 244, 131, 82, 139, 108, 169, 

time step : 55, 61, 93, 0, 128, 88, 200, 192, 95, 145, 138, 155, 

time step : 44, 61, 0, 159, 117, 157, 195, 298, 101, 152, 132, 158, 

time step : 9, 77, 0, 220, 114, 174, 188, 299, 18, 48, 131, 170, 

time step : 181, 35, 24, 53, 137, 157, 188, 220, 108, 105, 64, 30, 

time step : 110, 40, 67, 28, 19, 149, 195, 306, 81, 129, 80, 169, 

time step : 46, 24, 35, 55, 89, 50, 21, 149, 103, 0, 95, 86, 

time step : 0, 67, 29, 39, 65, 146, 0, 252, 0, 10, 80, 137, 

time step : 60, 28, 70, 50, 121, 103, 133, 165, 56, 83, 70, 132, 

time step : 0, 10, 1, 33, 90, 103, 53, 78, 0, 90, 0, 0, 

time step : 73, 8, 0, 1, 72, 34, 0, 93, 0, 70, 30, 127, 

time step : 21, 13, 0, 0, 117, 0, 102, 60, 15, 0, 0, 76, 
54000.0
time step : 41, 67, 68, 23, 79, 122, 255, 154, 63, 110, 136, 151, 

time step : 53, 57, 42, 0, 58, 112, 154, 156, 90, 129, 129, 174, 

time step : 61, 62, 0, 75, 91, 98, 202, 255, 86, 124, 138, 186, 

time step : 89, 35, 24, 39, 139, 181, 171, 177, 42, 41, 146, 122, 

time step : 25, 34, 10, 20, 115, 176, 148, 198, 104, 27, 44, 29, 

time step : 100, 47, 101, 19, 4, 20, 136, 147, 65, 52, 42, 161, 

time step : 59, 21, 50, 46, 86, 1, 0, 89, 77, 42, 98, 71, 

time step : 0, 68, 27, 0, 88, 0, 0, 167, 0, 1, 75, 162, 

time step : 1, 27, 0, 28, 43, 55, 140, 115, 18, 0, 37, 11, 

time step : 0, 8, 0, 8, 0, 69, 0, 40, 5, 0, 0, 2, 

time step : 26, 8, 0, 0, 0, 0, 0, 0, 0, 0, 6, 3, 

time step : 10, 2, 0, 15, 0, 0, 64, 24, 0, 0, 0, 43, 
57600.0
time step : 52, 63, 84, 0, 81, 87, 229, 277, 77, 123, 122, 184, 

time step : 67, 75, 68, 0, 82, 110, 179, 88, 69, 123, 132, 166, 

time step : 78, 56, 92, 49, 74, 133, 177, 227, 69, 113, 106, 171, 

time step : 48, 17, 19, 100, 42, 83, 91, 65, 24, 0, 122, 28, 

time step : 39, 16, 0, 10, 73, 73, 0, 0, 69, 4, 57, 0, 

time step : 52, 15, 172, 0, 0, 0, 15, 91, 8, 34, 5, 4, 

time step : 55, 22, 13, 43, 60, 0, 0, 75, 0, 7, 23, 8, 

time step : 0, 18, 15, 48, 34, 74, 0, 51, 50, 0, 6, 140, 

time step : 60, 17, 0, 38, 13, 29, 45, 0, 1, 4, 7, 5, 

time step : 0, 7, 0, 0, 0, 0, 0, 9, 0, 15, 36, 0, 

time step : 5, 0, 0, 0, 1, 32, 0, 40, 0, 32, 11, 15, 

time step : 1, 3, 0, 0, 0, 0, 83, 0, 0, 0, 5, 77, 
115200.0
time step : 41, 34, 23, 37, 40, 25, 110, 66, 27, 29, 95, 4, 

time step : 37, 25, 59, 8, 81, 49, 71, 22, 36, 34, 66, 29, 

time step : 2, 13, 34, 15, 48, 54, 75, 40, 38, 21, 26, 34, 

time step : 46, 53, 28, 30, 78, 109, 33, 85, 32, 32, 53, 72, 

time step : 63, 41, 10, 31, 60, 113, 125, 80, 61, 59, 94, 65, 

time step : 6, 26, 12, 35, 88, 76, 81, 34, 65, 35, 66, 135, 

time step : 42, 25, 14, 26, 42, 68, 48, 140, 33, 30, 51, 48, 

time step : 27, 23, 12, 38, 65, 61, 118, 86, 44, 18, 37, 68, 

time step : 21, 61, 33, 44, 81, 102, 56, 95, 45, 59, 26, 78, 

time step : 39, 49, 52, 78, 60, 104, 24, 85, 56, 10, 64, 48, 

time step : 53, 36, 24, 76, 87, 52, 76, 58, 52, 47, 37, 66, 

time step : 15, 43, 0, 4, 52, 82, 49, 54, 4, 78, 22, 61, 
118800.0
time step : 103, 10, 68, 39, 79, 59, 82, 119, 61, 108, 31, 36, 

time step : 133, 37, 26, 21, 109, 105, 174, 195, 57, 321, 131, 57, 

time step : 125, 70, 52, 37, 132, 110, 48, 231, 120, 106, 107, 144, 

time step : 65, 54, 0, 42, 98, 109, 189, 232, 79, 88, 99, 166, 

time step : 138, 41, 57, 25, 135, 128, 124, 236, 81, 90, 120, 113, 

time step : 49, 31, 59, 47, 120, 153, 205, 156, 76, 98, 4, 162, 

time step : 94, 38, 88, 65, 111, 35, 166, 211, 77, 96, 133, 140, 

time step : 69, 54, 57, 54, 112, 115, 156, 214, 68, 15, 83, 134, 

time step : 89, 46, 127, 31, 122, 32, 150, 233, 86, 120, 122, 238, 

time step : 60, 2, 91, 29, 159, 170, 66, 60, 78, 48, 144, 156, 

time step : 29, 35, 160, 145, 99, 43, 190, 260, 97, 46, 53, 184, 

time step : 17, 58, 7, 57, 98, 119, 101, 56, 25, 73, 0, 146, 
122400.0
time step : 79, 20, 79, 49, 144, 193, 232, 259, 97, 148, 122, 172, 

time step : 93, 16, 43, 34, 158, 136, 204, 266, 86, 146, 130, 153, 

time step : 75, 72, 81, 97, 129, 115, 194, 239, 135, 155, 103, 136, 

time step : 127, 55, 81, 118, 133, 140, 190, 303, 76, 127, 113, 235, 

time step : 125, 30, 71, 52, 133, 123, 199, 237, 97, 114, 144, 138, 

time step : 101, 54, 79, 69, 115, 167, 213, 256, 101, 152, 52, 180, 

time step : 40, 73, 46, 64, 100, 145, 237, 294, 62, 140, 140, 149, 

time step : 92, 44, 90, 226, 140, 148, 84, 181, 77, 0, 130, 170, 

time step : 104, 93, 139, 71, 169, 125, 230, 279, 80, 141, 91, 162, 

time step : 72, 19, 140, 80, 111, 167, 33, 64, 80, 51, 149, 190, 

time step : 26, 59, 75, 109, 78, 155, 229, 326, 86, 87, 29, 188, 

time step : 82, 3, 52, 36, 34, 56, 41, 48, 10, 98, 14, 179, 
126000.0
time step : 85, 45, 71, 107, 93, 137, 186, 242, 82, 130, 116, 148, 

time step : 48, 52, 64, 115, 151, 164, 246, 285, 98, 140, 128, 183, 

time step : 58, 60, 0, 182, 109, 159, 212, 271, 111, 153, 141, 166, 

time step : 74, 52, 0, 201, 154, 197, 161, 288, 83, 98, 128, 154, 

time step : 80, 62, 40, 53, 135, 128, 197, 250, 110, 137, 90, 169, 

time step : 72, 47, 56, 69, 121, 144, 212, 303, 94, 152, 86, 176, 

time step : 128, 53, 41, 59, 84, 103, 133, 274, 93, 138, 108, 136, 

time step : 66, 44, 54, 58, 121, 159, 182, 230, 59, 113, 77, 143, 

time step : 78, 38, 86, 67, 139, 134, 122, 204, 55, 179, 84, 181, 

time step : 0, 5, 40, 37, 105, 57, 99, 10, 10, 82, 0, 0, 

time step : 1, 12, 95, 0, 37, 44, 158, 33, 0, 112, 3, 36, 

time step : 43, 28, 27, 19, 0, 0, 137, 49, 12, 0, 0, 3, 
129600.0
time step : 67, 54, 80, 95, 118, 144, 183, 127, 85, 126, 112, 158, 

time step : 46, 51, 43, 0, 134, 153, 224, 67, 102, 143, 127, 170, 

time step : 53, 61, 0, 122, 116, 135, 185, 254, 101, 161, 138, 196, 

time step : 76, 55, 33, 126, 137, 179, 177, 277, 59, 86, 129, 179, 

time step : 58, 41, 46, 69, 132, 123, 178, 214, 111, 112, 63, 161, 

time step : 118, 40, 63, 55, 80, 139, 167, 312, 79, 122, 50, 183, 

time step : 52, 47, 54, 61, 97, 99, 77, 113, 78, 87, 107, 137, 

time step : 0, 63, 47, 29, 31, 139, 33, 258, 60, 38, 62, 131, 

time step : 29, 74, 41, 65, 130, 112, 211, 190, 55, 104, 91, 179, 

time step : 0, 9, 3, 27, 19, 123, 72, 31, 5, 57, 0, 0, 

time step : 56, 12, 0, 0, 11, 21, 10, 84, 0, 30, 0, 40, 

time step : 0, 0, 4, 0, 0, 0, 127, 0, 0, 58, 0, 74, 
133200.0
time step : 72, 64, 43, 135, 87, 134, 244, 152, 85, 117, 110, 167, 

time step : 44, 44, 56, 0, 93, 126, 169, 215, 92, 145, 126, 178, 

time step : 67, 61, 0, 104, 104, 117, 197, 257, 78, 150, 133, 186, 

time step : 84, 41, 34, 184, 111, 156, 198, 293, 34, 48, 139, 176, 

time step : 96, 38, 17, 88, 136, 199, 193, 206, 103, 77, 72, 42, 

time step : 144, 30, 46, 27, 19, 161, 156, 287, 69, 119, 63, 205, 

time step : 47, 34, 46, 60, 65, 97, 48, 123, 62, 0, 104, 108, 

time step : 0, 56, 37, 45, 82, 124, 0, 239, 6, 6, 115, 130, 

time step : 19, 56, 66, 73, 79, 106, 186, 174, 59, 47, 71, 150, 

time step : 0, 9, 0, 25, 10, 105, 38, 49, 4, 78, 15, 0, 

time step : 68, 27, 0, 6, 8, 66, 26, 147, 2, 71, 9, 96, 

time step : 6, 13, 0, 0, 137, 0, 106, 0, 7, 80, 0, 113, 
136800.0
time step : 56, 55, 69, 84, 88, 113, 240, 140, 75, 129, 108, 154, 

time step : 51, 38, 55, 0, 87, 90, 189, 139, 93, 145, 133, 164, 

time step : 50, 60, 0, 146, 115, 161, 178, 280, 100, 150, 133, 174, 

time step : 14, 61, 0, 209, 109, 164, 186, 267, 27, 39, 128, 172, 

time step : 130, 37, 21, 54, 136, 154, 183, 207, 104, 95, 47, 18, 

time step : 105, 38, 71, 32, 20, 143, 171, 287, 81, 109, 70, 164, 

time step : 45, 16, 41, 52, 82, 61, 28, 128, 100, 0, 93, 100, 

time step : 0, 57, 30, 34, 40, 136, 0, 246, 2, 14, 88, 140, 

time step : 36, 16, 58, 50, 108, 93, 129, 157, 55, 75, 87, 78, 

time step : 75, 10, 0, 25, 77, 100, 4, 73, 0, 76, 0, 2, 

time step : 68, 12, 0, 0, 42, 19, 0, 47, 0, 78, 16, 113, 

time step : 2, 18, 0, 0, 131, 0, 107, 57, 22, 15, 0, 63, 
140400.0
time step : 40, 65, 73, 17, 85, 128, 275, 172, 62, 120, 125, 167, 

time step : 53, 57, 53, 0, 64, 118, 158, 121, 91, 130, 127, 167, 

time step : 56, 65, 0, 74, 90, 99, 188, 245, 81, 123, 138, 189, 

time step : 118, 44, 16, 42, 121, 185, 208, 193, 43, 57, 137, 131, 

time step : 44, 32, 9, 33, 125, 188, 160, 172, 105, 60, 51, 20, 

time step : 119, 53, 84, 0, 0, 88, 136, 194, 81, 76, 40, 158, 

time step : 53, 17, 44, 47, 87, 26, 2, 100, 83, 17, 92, 76, 

time step : 0, 64, 38, 25, 80, 74, 0, 188, 0, 12, 84, 170, 

time step : 0, 32, 0, 40, 42, 59, 143, 117, 25, 0, 55, 8, 

time step : 0, 8, 0, 4, 0, 86, 0, 52, 5, 20, 0, 4, 

time step : 53, 8, 0, 0, 0, 0, 0, 70, 0, 7, 3, 12, 

time step : 11, 3, 0, 5, 0, 0, 94, 0, 2, 0, 0, 42, 
144000.0
time step : 44, 65, 91, 0, 88, 96, 220, 240, 79, 126, 117, 191, 

time step : 63, 63, 60, 0, 79, 114, 179, 153, 81, 130, 133, 177, 

time step : 69, 52, 94, 42, 85, 124, 128, 245, 74, 74, 114, 179, 

time step : 49, 29, 23, 79, 55, 85, 100, 71, 34, 0, 119, 70, 

time step : 24, 23, 0, 24, 89, 83, 58, 97, 74, 5, 75, 0, 

time step : 40, 21, 253, 0, 0, 0, 23, 101, 35, 70, 4, 10, 

time step : 48, 30, 24, 42, 91, 0, 0, 52, 36, 6, 83, 26, 

time step : 0, 28, 7, 41, 57, 68, 0, 21, 52, 0, 0, 176, 

time step : 42, 26, 0, 52, 11, 38, 91, 0, 1, 14, 1, 4, 

time step : 0, 4, 0, 0, 0, 0, 0, 6, 2, 15, 26, 0, 

time step : 7, 0, 0, 1, 14, 42, 0, 69, 0, 25, 10, 38, 

time step : 4, 2, 0, 0, 7, 0, 44, 0, 0, 0, 5, 39, 
201600.0
time step : 42, 36, 20, 37, 35, 22, 96, 57, 28, 29, 92, 0, 

time step : 46, 21, 53, 8, 96, 52, 67, 34, 37, 32, 56, 29, 

time step : 4, 11, 27, 12, 47, 48, 77, 34, 35, 22, 25, 29, 

time step : 40, 55, 21, 30, 70, 94, 11, 86, 32, 18, 50, 69, 

time step : 64, 44, 7, 21, 46, 106, 119, 73, 61, 63, 91, 60, 

time step : 3, 26, 10, 36, 87, 63, 82, 36, 61, 31, 66, 120, 

time step : 43, 24, 15, 26, 31, 67, 28, 125, 25, 27, 59, 49, 

time step : 11, 30, 10, 37, 49, 51, 111, 71, 36, 15, 24, 66, 

time step : 20, 59, 33, 48, 77, 101, 61, 77, 42, 61, 34, 78, 

time step : 39, 51, 50, 71, 49, 97, 0, 73, 46, 11, 59, 65, 

time step : 54, 28, 26, 90, 74, 53, 64, 31, 42, 43, 20, 70, 

time step : 7, 44, 0, 0, 54, 74, 34, 56, 7, 84, 7, 59, 
205200.0
time step : 92, 15, 51, 41, 80, 59, 73, 106, 54, 103, 37, 32, 

time step : 129, 38, 27, 18, 120, 105, 173, 140, 62, 313, 137, 61, 

time step : 122, 59, 46, 37, 129, 106, 50, 222, 118, 95, 109, 139, 

time step : 74, 54, 0, 38, 101, 99, 193, 240, 76, 94, 99, 164, 

time step : 141, 41, 61, 9, 133, 135, 119, 226, 82, 89, 123, 117, 

time step : 58, 28, 58, 44, 127, 153, 194, 174, 93, 103, 42, 160, 

time step : 81, 33, 97, 66, 112, 45, 161, 207, 64, 95, 133, 136, 

time step : 75, 51, 64, 50, 113, 111, 183, 207, 66, 26, 84, 136, 

time step : 83, 58, 127, 24, 125, 69, 145, 232, 88, 120, 116, 206, 

time step : 63, 0, 86, 27, 151, 160, 77, 72, 77, 55, 138, 148, 

time step : 28, 34, 146, 153, 102, 53, 190, 253, 100, 46, 51, 186, 

time step : 17, 49, 2, 73, 119, 121, 114, 70, 58, 65, 0, 150, 
208800.0
time step : 82, 27, 61, 49, 143, 195, 232, 265, 97, 136, 118, 164, 

time step : 63, 15, 48, 32, 178, 141, 174, 270, 71, 145, 125, 166, 

time step : 69, 69, 26, 96, 133, 118, 197, 227, 127, 158, 100, 131, 

time step : 139, 45, 78, 79, 124, 140, 192, 301, 70, 128, 117, 215, 

time step : 94, 35, 94, 36, 132, 125, 191, 244, 94, 113, 131, 137, 

time step : 86, 53, 87, 63, 109, 160, 217, 250, 104, 139, 20, 169, 

time step : 31, 59, 55, 58, 87, 144, 228, 285, 77, 126, 138, 147, 

time step : 97, 49, 90, 108, 142, 143, 66, 191, 81, 1, 129, 179, 

time step : 96, 80, 99, 59, 161, 120, 216, 282, 86, 153, 120, 186, 

time step : 103, 15, 93, 70, 112, 159, 25, 88, 86, 23, 140, 202, 

time step : 2, 55, 79, 118, 89, 125, 215, 315, 92, 108, 9, 188, 

time step : 54, 15, 59, 67, 25, 67, 26, 56, 29, 104, 51, 177, 
212400.0
time step : 98, 40, 88, 104, 101, 145, 162, 235, 81, 136, 116, 145, 

time step : 48, 54, 69, 115, 149, 157, 228, 285, 99, 137, 128, 190, 

time step : 46, 59, 0, 156, 118, 165, 181, 267, 113, 155, 135, 193, 

time step : 64, 54, 35, 210, 140, 180, 165, 283, 77, 103, 122, 144, 

time step : 109, 39, 43, 57, 134, 133, 189, 250, 108, 137, 76, 160, 

time step : 83, 60, 61, 74, 133, 154, 214, 305, 99, 156, 96, 165, 

time step : 134, 61, 41, 57, 84, 133, 158, 281, 99, 137, 109, 128, 

time step : 64, 33, 52, 59, 129, 136, 205, 205, 62, 115, 68, 147, 

time step : 93, 53, 86, 65, 150, 135, 113, 256, 55, 179, 84, 173, 

time step : 0, 1, 40, 52, 112, 84, 125, 16, 9, 56, 0, 4, 

time step : 0, 12, 92, 0, 35, 17, 173, 0, 0, 67, 6, 36, 

time step : 38, 31, 0, 15, 0, 0, 129, 57, 10, 28, 1, 9, 
216000.0
time step : 58, 51, 87, 135, 120, 138, 212, 134, 81, 131, 115, 154, 

time step : 42, 53, 43, 0, 132, 153, 220, 16, 97, 141, 130, 176, 

time step : 48, 60, 0, 133, 106, 126, 185, 260, 102, 152, 134, 184, 

time step : 66, 62, 15, 106, 136, 179, 149, 258, 57, 75, 127, 172, 

time step : 91, 41, 44, 54, 135, 111, 175, 219, 111, 120, 63, 183, 

time step : 117, 43, 82, 62, 86, 134, 189, 316, 85, 111, 46, 182, 

time step : 50, 27, 48, 60, 111, 89, 55, 117, 80, 51, 106, 111, 

time step : 0, 60, 43, 38, 3, 157, 113, 234, 31, 36, 56, 132, 

time step : 23, 62, 40, 63, 136, 104, 198, 160, 52, 83, 84, 164, 

time step : 0, 4, 8, 20, 16, 114, 80, 36, 7, 70, 0, 0, 

time step : 61, 12, 0, 0, 18, 41, 13, 70, 0, 89, 0, 62, 

time step : 0, 0, 1, 0, 0, 0, 130, 19, 4, 10, 0, 84, 
219600.0
time step : 70, 58, 62, 90, 82, 133, 248, 143, 82, 122, 117, 154, 

time step : 48, 47, 46, 0, 97, 122, 165, 268, 90, 144, 127, 172, 

