28800.0
time step : 26, 8, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 

time step : 10, 3, 0, 14, 0, 1, 63, 17, 0, 0, 0, 44, 
57600.0
time step : 52, 62, 84, 0, 81, 88, 225, 280, 78, 121, 121, 178, 

time step : 68, 74, 68, 0, 85, 111, 177, 83, 69, 121, 132, 164, 

time step : 77, 55, 90, 53, 72, 130, 175, 224, 67, 113, 105, 170, 

time step : 47, 11, 18, 92, 37, 82, 87, 55, 18, 0, 118, 16, 

time step : 34, 15, 0, 7, 69, 68, 0, 0, 69, 4, 52, 0, 

time step : 51, 14, 173, 0, 0, 0, 15, 91, 7, 30, 4, 5, 

time step : 56, 22, 13, 42, 55, 0, 0, 69, 0, 7, 23, 7, 

time step : 0, 15, 14, 48, 34, 69, 0, 46, 49, 0, 5, 137, 

time step : 60, 14, 0, 32, 13, 17, 37, 0, 0, 4, 2, 5, 

time step : 0, 7, 0, 0, 0, 0, 0, 8, 0, 15, 39, 0, 

time step : 3, 0, 0, 0, 0, 24, 0, 43, 1, 23, 12, 14, 

time step : 1, 3, 0, 0, 0, 0, 85, 0, 0, 0, 7, 78, 
28800.0
time step : 51, 38, 25, 37, 43, 21, 122, 75, 27, 30, 100, 0, 

time step : 43, 24, 59, 9, 95, 59, 84, 37, 39, 32, 62, 30, 

time step : 3, 13, 36, 12, 59, 46, 62, 38, 38, 26, 30, 35, 

time step : 44, 55, 26, 31, 82, 97, 36, 87, 35, 22, 59, 79, 

time step : 65, 35, 3, 24, 51, 114, 131, 76, 58, 70, 103, 65, 

time step : 7, 22, 18, 36, 97, 74, 98, 35, 72, 38, 79, 148, 

time step : 35, 20, 19, 31, 44, 75, 50, 148, 28, 33, 70, 49, 

time step : 25, 27, 13, 37, 69, 71, 129, 76, 44, 6, 31, 71, 

time step : 21, 64, 35, 52, 85, 111, 80, 93, 47, 64, 35, 77, 

time step : 41, 53, 58, 83, 60, 112, 35, 86, 59, 12, 65, 56, 

time step : 55, 37, 26, 73, 85, 50, 78, 50, 55, 53, 34, 61, 

time step : 17, 46, 0, 0, 74, 100, 51, 72, 7, 83, 20, 59, 
32400.0
time step : 105, 11, 53, 42, 79, 62, 86, 103, 56, 105, 20, 47, 

time step : 134, 34, 28, 18, 100, 106, 174, 195, 55, 305, 134, 63, 

time step : 129, 64, 40, 44, 130, 103, 48, 235, 117, 108, 110, 141, 

time step : 75, 52, 0, 46, 95, 103, 193, 260, 74, 102, 100, 166, 

time step : 143, 38, 57, 28, 135, 129, 133, 233, 82, 89, 122, 114, 

time step : 48, 26, 60, 45, 121, 156, 200, 163, 92, 108, 37, 166, 

time step : 92, 40, 79, 67, 118, 44, 171, 205, 71, 107, 137, 137, 

time step : 74, 53, 55, 54, 114, 117, 176, 231, 59, 20, 85, 135, 

time step : 91, 55, 156, 37, 128, 57, 152, 232, 90, 120, 120, 232, 

time step : 58, 6, 88, 29, 170, 176, 81, 87, 81, 44, 144, 166, 

time step : 46, 33, 160, 129, 99, 52, 194, 263, 94, 55, 58, 183, 

time step : 14, 54, 14, 55, 103, 122, 116, 64, 49, 83, 21, 145, 
36000.0
time step : 84, 16, 57, 47, 141, 194, 226, 261, 101, 144, 118, 174, 

time step : 78, 20, 37, 36, 167, 124, 199, 260, 91, 146, 126, 148, 

time step : 81, 72, 107, 113, 144, 119, 199, 216, 132, 150, 101, 137, 

time step : 126, 48, 68, 90, 130, 126, 190, 307, 81, 130, 112, 234, 

time step : 121, 38, 69, 52, 132, 123, 172, 247, 94, 117, 137, 130, 

time step : 97, 57, 76, 69, 122, 162, 207, 246, 102, 147, 32, 167, 

time step : 42, 65, 50, 62, 84, 141, 226, 251, 78, 133, 138, 148, 

time step : 91, 41, 97, 133, 142, 133, 58, 186, 85, 2, 123, 166, 

time step : 113, 84, 112, 59, 171, 110, 226, 285, 82, 143, 109, 181, 

time step : 76, 19, 101, 97, 116, 164, 25, 43, 90, 17, 136, 210, 

time step : 2, 59, 86, 119, 92, 158, 199, 323, 93, 104, 39, 175, 

time step : 52, 25, 56, 27, 130, 50, 24, 53, 23, 104, 73, 167, 
39600.0
time step : 98, 43, 61, 82, 103, 147, 167, 248, 81, 134, 113, 157, 

time step : 48, 57, 82, 122, 157, 162, 241, 284, 96, 137, 129, 170, 

time step : 50, 59, 0, 168, 117, 168, 204, 275, 113, 153, 142, 193, 

time step : 76, 51, 6, 183, 150, 188, 163, 281, 89, 116, 121, 153, 

time step : 93, 46, 43, 55, 134, 134, 189, 241, 105, 140, 75, 158, 

time step : 76, 59, 63, 74, 120, 146, 206, 278, 101, 148, 112, 166, 

time step : 125, 64, 48, 57, 94, 137, 154, 262, 101, 138, 99, 140, 

time step : 64, 25, 49, 59, 133, 163, 201, 195, 60, 114, 76, 149, 

time step : 79, 37, 85, 65, 139, 126, 108, 250, 54, 150, 86, 163, 

time step : 3, 2, 53, 53, 108, 88, 99, 15, 8, 64, 0, 5, 

time step : 2, 15, 93, 0, 35, 51, 172, 54, 0, 89, 1, 29, 

time step : 43, 33, 26, 26, 0, 0, 131, 60, 10, 32, 5, 10, 
43200.0
time step : 53, 53, 80, 71, 115, 147, 193, 240, 81, 128, 111, 155, 

time step : 45, 55, 46, 0, 139, 148, 245, 18, 99, 143, 126, 170, 

time step : 49, 61, 0, 145, 115, 140, 175, 273, 112, 162, 137, 194, 

time step : 77, 64, 45, 142, 146, 190, 173, 281, 69, 99, 129, 200, 

time step : 67, 38, 46, 63, 133, 107, 181, 236, 110, 121, 65, 159, 

time step : 96, 44, 119, 67, 117, 133, 198, 346, 86, 123, 49, 177, 

time step : 55, 38, 48, 60, 103, 95, 80, 115, 89, 93, 102, 125, 

time step : 0, 59, 43, 39, 53, 167, 169, 252, 62, 51, 65, 134, 

time step : 21, 70, 45, 64, 142, 112, 218, 167, 51, 85, 96, 179, 

time step : 0, 2, 25, 23, 76, 117, 109, 24, 9, 68, 0, 0, 

time step : 58, 8, 4, 0, 36, 46, 11, 70, 0, 96, 2, 50, 

time step : 1, 10, 25, 0, 53, 0, 140, 7, 0, 36, 0, 79, 
46800.0
time step : 77, 61, 73, 138, 87, 131, 236, 135, 79, 126, 111, 165, 

time step : 44, 48, 58, 0, 100, 119, 189, 239, 95, 146, 130, 162, 

time step : 54, 60, 0, 82, 105, 120, 199, 254, 84, 150, 133, 185, 

time step : 74, 51, 0, 196, 104, 160, 153, 267, 31, 58, 135, 186, 

time step : 129, 39, 19, 62, 136, 189, 189, 221, 106, 76, 60, 55, 

time step : 154, 36, 40, 36, 25, 166, 169, 297, 74, 126, 50, 207, 

time step : 47, 25, 43, 60, 84, 63, 27, 121, 71, 0, 102, 103, 

time step : 0, 62, 35, 33, 51, 125, 0, 216, 0, 4, 99, 121, 

time step : 25, 60, 80, 74, 116, 108, 198, 161, 58, 111, 93, 163, 

time step : 0, 7, 0, 33, 11, 104, 30, 49, 3, 67, 5, 0, 

time step : 60, 17, 0, 3, 7, 51, 19, 85, 0, 33, 4, 100, 

time step : 0, 11, 0, 0, 123, 0, 101, 0, 8, 92, 0, 108, 
50400.0
time step : 49, 52, 77, 90, 86, 106, 242, 141, 82, 136, 107, 168, 

time step : 54, 62, 94, 0, 128, 91, 200, 175, 92, 145, 135, 157, 

time step : 46, 61, 0, 167, 114, 153, 188, 291, 102, 154, 132, 158, 

time step : 10, 73, 0, 217, 116, 173, 195, 292, 17, 42, 132, 171, 

time step : 181, 35, 22, 51, 136, 155, 190, 224, 109, 104, 59, 24, 

time step : 107, 37, 67, 28, 20, 147, 190, 302, 81, 126, 82, 166, 

time step : 46, 25, 38, 53, 90, 53, 17, 148, 104, 0, 95, 90, 

time step : 0, 69, 29, 40, 66, 146, 0, 255, 0, 11, 83, 142, 

time step : 56, 20, 62, 48, 114, 97, 127, 164, 57, 80, 72, 126, 

time step : 0, 8, 0, 30, 85, 102, 53, 78, 0, 91, 0, 0, 

time step : 72, 9, 0, 1, 71, 36, 0, 91, 0, 76, 31, 128, 

time step : 21, 15, 0, 0, 118, 0, 102, 61, 18, 2, 0, 72, 
54000.0
time step : 39, 67, 69, 19, 80, 123, 251, 156, 62, 110, 137, 157, 

time step : 52, 57, 43, 0, 60, 113, 154, 149, 92, 129, 129, 171, 

time step : 63, 63, 0, 68, 88, 98, 201, 255, 85, 123, 139, 185, 

time step : 92, 34, 23, 38, 137, 180, 173, 169, 40, 37, 146, 117, 

time step : 22, 34, 10, 19, 113, 175, 148, 198, 104, 26, 46, 27, 

time step : 96, 47, 101, 20, 3, 15, 137, 143, 66, 50, 41, 160, 

time step : 60, 20, 50, 45, 87, 0, 0, 87, 76, 41, 98, 72, 

time step : 0, 68, 28, 0, 88, 0, 0, 171, 0, 0, 72, 164, 

time step : 2, 28, 0, 28, 41, 52, 137, 110, 14, 0, 31, 10, 

time step : 0, 6, 0, 8, 0, 69, 0, 39, 4, 0, 0, 2, 

time step : 28, 8, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 

time step : 10, 2, 0, 13, 0, 0, 61, 15, 0, 0, 0, 43, 
57600.0
time step : 52, 62, 84, 0, 81, 90, 222, 272, 78, 121, 121, 177, 

time step : 68, 74, 68, 0, 84, 110, 172, 87, 72, 122, 132, 161, 

time step : 78, 53, 90, 51, 73, 133, 174, 223, 70, 115, 104, 169, 

time step : 50, 8, 17, 90, 39, 80, 77, 49, 15, 0, 113, 18, 

time step : 26, 13, 0, 2, 65, 69, 0, 0, 67, 4, 55, 0, 

time step : 48, 13, 170, 0, 0, 0, 12, 91, 7, 23, 3, 8, 

time step : 59, 23, 15, 41, 53, 0, 0, 60, 1, 5, 24, 7, 

time step : 0, 12, 14, 44, 31, 69, 0, 40, 49, 0, 3, 135, 

time step : 59, 11, 0, 27, 14, 12, 32, 0, 0, 3, 0, 5, 

time step : 0, 6, 0, 0, 1, 1, 0, 7, 0, 19, 38, 0, 

time step : 4, 0, 0, 0, 0, 20, 0, 42, 6, 27, 13, 12, 

time step : 0, 4, 1, 0, 0, 0, 81, 0, 0, 0, 5, 82, 
115200.0
time step : 45, 34, 25, 37, 41, 23, 108, 68, 27, 31, 104, 4, 

time step : 37, 26, 66, 8, 85, 49, 71, 22, 36, 36, 69, 31, 

time step : 2, 13, 39, 15, 51, 51, 74, 40, 41, 24, 28, 39, 

time step : 47, 54, 29, 30, 79, 113, 30, 88, 31, 28, 55, 70, 

time step : 64, 45, 9, 34, 59, 114, 129, 82, 60, 61, 98, 69, 

time step : 3, 27, 13, 37, 88, 77, 83, 35, 67, 36, 64, 144, 

time step : 42, 24, 15, 27, 37, 67, 44, 151, 36, 31, 49, 47, 

time step : 24, 24, 10, 38, 60, 57, 116, 88, 42, 13, 38, 69, 

time step : 19, 63, 34, 45, 80, 103, 56, 102, 44, 62, 22, 78, 

time step : 39, 50, 53, 83, 58, 103, 17, 90, 54, 9, 68, 50, 

time step : 55, 36, 24, 83, 85, 48, 74, 58, 49, 47, 38, 67, 

time step : 14, 45, 0, 2, 41, 80, 47, 58, 0, 78, 21, 58, 
118800.0
time step : 103, 10, 64, 38, 77, 58, 80, 117, 58, 105, 28, 38, 

time step : 133, 35, 26, 19, 109, 111, 173, 195, 58, 310, 134, 59, 

time step : 129, 65, 53, 35, 129, 111, 48, 235, 113, 104, 108, 137, 

time step : 61, 56, 0, 38, 96, 105, 190, 251, 74, 90, 99, 162, 

time step : 146, 36, 57, 25, 135, 126, 127, 218, 77, 87, 122, 113, 

time step : 51, 29, 57, 45, 119, 154, 204, 154, 85, 95, 5, 165, 

time step : 94, 36, 86, 66, 113, 40, 166, 214, 74, 91, 133, 136, 

time step : 74, 52, 58, 55, 110, 112, 159, 212, 70, 16, 85, 135, 

time step : 93, 48, 123, 33, 122, 33, 146, 234, 87, 123, 118, 244, 

time step : 58, 1, 88, 26, 157, 171, 74, 51, 78, 50, 145, 151, 

time step : 33, 37, 158, 140, 100, 55, 193, 257, 95, 48, 57, 183, 

time step : 19, 61, 10, 61, 108, 124, 112, 61, 32, 74, 0, 147, 
122400.0
time step : 80, 17, 79, 49, 146, 188, 228, 260, 99, 148, 122, 172, 

time step : 91, 16, 43, 32, 153, 138, 206, 267, 85, 146, 134, 149, 

time step : 78, 72, 77, 110, 127, 114, 194, 240, 137, 155, 101, 136, 

time step : 125, 55, 76, 112, 136, 139, 189, 303, 72, 124, 113, 230, 

time step : 121, 33, 73, 51, 133, 124, 197, 239, 94, 118, 139, 137, 

time step : 97, 55, 80, 69, 113, 165, 208, 254, 103, 152, 52, 179, 

time step : 40, 72, 47, 63, 104, 144, 234, 290, 65, 141, 140, 149, 

time step : 91, 44, 91, 226, 140, 148, 85, 189, 74, 0, 130, 170, 

time step : 103, 92, 140, 67, 169, 121, 227, 279, 81, 144, 93, 163, 

time step : 71, 17, 137, 82, 111, 166, 35, 64, 80, 53, 150, 192, 

time step : 23, 58, 76, 109, 80, 156, 228, 326, 89, 88, 26, 190, 

time step : 76, 5, 52, 38, 43, 58, 33, 46, 12, 96, 15, 181, 
126000.0
time step : 84, 45, 70, 111, 94, 137, 187, 244, 85, 128, 117, 147, 

time step : 46, 51, 65, 111, 151, 161, 241, 284, 96, 140, 126, 186, 

time step : 60, 59, 0, 194, 106, 160, 212, 270, 109, 148, 138, 163, 

time step : 69, 52, 0, 200, 158, 193, 159, 289, 84, 98, 129, 158, 

time step : 84, 61, 41, 57, 135, 131, 200, 256, 111, 135, 92, 175, 

time step : 70, 45, 56, 70, 116, 147, 213, 303, 93, 150, 88, 180, 

time step : 128, 57, 41, 59, 87, 104, 140, 275, 93, 136, 107, 134, 

time step : 71, 43, 55, 60, 121, 161, 180, 227, 58, 114, 78, 145, 

time step : 73, 39, 84, 67, 135, 132, 121, 201, 57, 177, 84, 181, 

time step : 0, 3, 39, 34, 103, 52, 102, 10, 11, 84, 0, 0, 

time step : 3, 12, 93, 0, 39, 49, 160, 39, 0, 116, 4, 38, 

time step : 45, 34, 31, 23, 0, 0, 138, 57, 12, 0, 2, 4, 
129600.0
time step : 65, 53, 82, 96, 116, 143, 190, 128, 84, 128, 116, 154, 

time step : 47, 51, 42, 0, 136, 154, 225, 66, 103, 143, 129, 169, 

time step : 52, 61, 0, 122, 112, 133, 183, 254, 101, 157, 136, 193, 

time step : 73, 57, 26, 129, 134, 182, 173, 281, 57, 78, 131, 177, 

time step : 58, 41, 46, 71, 133, 128, 174, 211, 110, 113, 69, 167, 

time step : 116, 41, 64, 54, 79, 142, 169, 316, 79, 125, 53, 183, 

time step : 50, 42, 52, 62, 98, 97, 81, 115, 76, 85, 108, 134, 

time step : 0, 59, 47, 33, 32, 137, 43, 262, 61, 38, 60, 128, 

time step : 33, 76, 43, 66, 131, 113, 211, 192, 56, 104, 87, 182, 

time step : 0, 9, 3, 25, 20, 123, 74, 30, 5, 63, 0, 0, 

time step : 59, 12, 2, 0, 12, 29, 12, 93, 0, 28, 0, 41, 

time step : 0, 0, 2, 0, 0, 0, 128, 0, 0, 56, 0, 75, 
133200.0
time step : 70, 62, 57, 135, 85, 130, 248, 143, 85, 122, 112, 156, 

time step : 47, 47, 55, 0, 96, 127, 173, 222, 98, 145, 125, 175, 

time step : 62, 62, 0, 112, 109, 115, 197, 257, 84, 151, 134, 186, 

time step : 81, 49, 35, 190, 118, 153, 191, 291, 32, 53, 137, 183, 

time step : 98, 37, 17, 85, 136, 207, 191, 210, 111, 76, 73, 42, 

time step : 140, 33, 45, 22, 21, 162, 153, 295, 71, 121, 56, 203, 

time step : 47, 34, 46, 62, 66, 89, 50, 126, 67, 4, 103, 109, 

time step : 0, 54, 35, 47, 83, 125, 0, 239, 3, 6, 102, 129, 

time step : 26, 62, 70, 72, 98, 110, 192, 161, 58, 76, 71, 161, 

time step : 0, 8, 0, 25, 7, 107, 36, 52, 4, 75, 7, 0, 

time step : 64, 23, 0, 5, 6, 64, 20, 130, 0, 75, 6, 92, 

time step : 7, 13, 0, 0, 139, 0, 111, 0, 8, 79, 0, 112, 
136800.0
time step : 54, 55, 69, 84, 88, 112, 241, 141, 77, 129, 110, 157, 

time step : 50, 39, 54, 0, 90, 94, 190, 144, 93, 146, 133, 165, 

time step : 49, 61, 0, 152, 112, 160, 178, 282, 101, 146, 131, 171, 

time step : 15, 62, 0, 211, 111, 166, 189, 273, 26, 35, 130, 171, 

time step : 131, 36, 22, 55, 136, 157, 184, 208, 104, 96, 53, 18, 

time step : 103, 39, 72, 31, 21, 144, 172, 288, 82, 111, 72, 164, 

time step : 44, 16, 38, 52, 83, 62, 29, 130, 101, 0, 92, 97, 

time step : 0, 55, 30, 38, 41, 135, 0, 248, 2, 14, 88, 139, 

time step : 36, 16, 58, 50, 108, 93, 131, 157, 55, 70, 85, 83, 

time step : 76, 9, 0, 23, 75, 101, 5, 71, 0, 79, 0, 1, 

time step : 69, 11, 0, 0, 43, 24, 0, 49, 0, 80, 16, 113, 

time step : 4, 18, 0, 0, 133, 0, 108, 56, 22, 12, 0, 66, 
140400.0
time step : 40, 68, 73, 17, 85, 127, 277, 167, 62, 120, 125, 163, 

time step : 54, 56, 53, 0, 63, 118, 157, 127, 89, 130, 127, 167, 

time step : 54, 66, 0, 82, 90, 101, 188, 244, 84, 125, 136, 189, 

time step : 122, 44, 15, 41, 124, 187, 213, 197, 45, 61, 140, 130, 

time step : 39, 32, 8, 32, 124, 192, 157, 166, 103, 57, 49, 17, 

time step : 118, 52, 87, 0, 0, 84, 134, 192, 81, 73, 40, 153, 

time step : 54, 19, 44, 46, 85, 25, 1, 99, 83, 18, 91, 75, 

time step : 0, 64, 39, 22, 79, 75, 0, 185, 0, 12, 84, 171, 

time step : 0, 24, 0, 36, 42, 55, 141, 118, 24, 0, 52, 6, 

time step : 0, 6, 0, 2, 0, 84, 0, 51, 6, 21, 0, 4, 

time step : 50, 8, 0, 0, 0, 0, 0, 66, 0, 11, 4, 11, 

time step : 12, 3, 0, 7, 0, 0, 93, 0, 4, 0, 0, 43, 
144000.0
time step : 45, 60, 91, 0, 88, 92, 223, 255, 81, 128, 120, 194, 

time step : 60, 63, 63, 0, 80, 115, 183, 149, 81, 131, 137, 181, 

time step : 69, 52, 93, 38, 87, 121, 134, 250, 71, 74, 117, 182, 

time step : 45, 33, 24, 84, 45, 89, 98, 69, 34, 0, 122, 74, 

time step : 31, 25, 0, 27, 95, 81, 69, 109, 76, 4, 72, 0, 

time step : 41, 24, 247, 0, 0, 0, 26, 109, 35, 74, 5, 10, 

time step : 49, 31, 28, 45, 95, 0, 0, 65, 26, 6, 83, 37, 

time step : 0, 35, 10, 41, 60, 80, 0, 17, 51, 0, 0, 176, 

time step : 41, 32, 0, 63, 9, 51, 96, 0, 2, 16, 7, 6, 

time step : 0, 5, 0, 0, 0, 0, 0, 5, 0, 21, 29, 0, 

time step : 9, 0, 0, 3, 19, 54, 0, 72, 0, 29, 7, 44, 

time step : 1, 3, 0, 0, 7, 0, 39, 16, 0, 0, 2, 39, 
28800.0
time step : 48, 37, 25, 38, 42, 23, 120, 71, 25, 29, 78, 2, 

time step : 41, 23, 52, 10, 79, 59, 73, 29, 37, 29, 57, 28, 

time step : 3, 12, 33, 12, 54, 47, 53, 38, 35, 24, 25, 35, 

time step : 46, 52, 26, 31, 82, 98, 45, 87, 33, 31, 51, 76, 

time step : 63, 38, 5, 25, 52, 113, 124, 82, 59, 68, 100, 65, 

time step : 10, 23, 18, 34, 92, 74, 88, 34, 66, 38, 66, 136, 

time step : 34, 20, 19, 29, 44, 72, 55, 138, 30, 34, 63, 51, 

time step : 32, 27, 15, 37, 70, 77, 122, 73, 41, 8, 31, 72, 

